year,1,2,3,4,5,6,7,8,9,10,11,12
2018,,,,0.01878389828596294,0.025180744135809396,0.0027732253160301923,-0.006013811296694205,-0.00018374338932347634,-0.013696566974552904,-0.0008660327418003044,0.02207846940035707,-0.00606027259558517
2019,0.0023424943726042535,0.00804003437958345,0.0057863766523980065,-0.0010080147529532013,-0.018350122557352133,0.008983096042384897,0.009684157738302224,0.023297290803956594,0.006525901549952806,0.004231219173856937,0.002614829580601885,0.008681633943762312
2020,0.00956822945123248,0.03123757387929249,0.03315910361144625,0.013664119941758202,0.01940821834726414,0.004353032372826915,-0.013958149683540144,-0.024688575540530944,0.02618801921693925,-0.009655938857003776,0.016854796928328142,0.006272258013085397
2021,0.0059099092337462356,0.0039216147540064306,-0.0244744379083085,-0.005891167706429834,-0.00455016136828057,-0.007858140235829647,-0.0032816581239469844,-0.0021368775267207596,0.0029652619998623564,-0.023843880067742962,0.005058280908804225,-0.0016053570924798866
2022,0.029089635556151405,0.0,0.007441040311843006,0.024952723675750077,0.05046767183760559,-0.0017365096265903324,0.006396152193524518,0.0,-0.006476118062235581,0.007289077345675299,0.02343270331117786,0.009401227878995
2023,-0.0268679957188932,0.005421985279054242,-0.030577834986193264,-0.0003733285392658603,-0.016531873760974536,0.01494840668297881,0.003712626295453436,0.008578601221309823,0.003289981486300775,-0.0065503810401629226,0.0029171990302021555,0.02612608396199856
2024,-0.023346695225624492,-0.004612566724533029,-0.009935806391109692,-0.008375762986327473,0.0217301476253966,0.005448544144186274,0.018297528707716726,0.0071032902578529455,-0.003904223523792383,0.006923900999589616,0.010237564177426828,0.03195639822598029
2025,0.012120345223238571,-0.011961106900050589,-0.005779078678414984,-0.048669180706778614,-0.014194544699262734,0.003690771054111419,0.004543188415060184,0.00148841849955339,0.00519942831240594,0.004380162025767298,0.01700546392305302,0.017532401570285128
2026,0.0064530907956648065,0.007711985226575679,0.001008889063633056,0.023724878088065893,0.00942361116112811,0.03746233397864218,,,,,,
